Node1,Node2,Weight
DICER1,PALB2,0.452
DICER1,EP300,0.472
DICER1,DNMT3A,0.485
DICER1,TP53,0.762
DICER1,ERBB2,0.429
DICER1,EGFR,0.492
DICER1,DNMT3B,0.491
DICER1,MEN1,0.42
DICER1,FOXO3,0.451
DICER1,MYB,0.409
DICER1,SMAD4,0.504
DICER1,SMARCA4,0.425
DICER1,NF1,0.464
DICER1,H3C12,0.702
DICER1,NRAS,0.425
DICER1,RBMX,0.474
DICER1,PTEN,0.708
DICER1,DIS3,0.444
DICER1,KDM6A,0.41
DICER1,WT1,0.423
DICER1,PBRM1,0.453
DICER1,SETD2,0.452
DICER1,RHOA,0.413
DICER1,ESR1,0.692
DICER1,HRAS,0.4
DICER1,PIK3R1,0.512
DICER1,IGF1R,0.441
DICER1,NOTCH1,0.46
DICER1,MYC,0.619
DIS3,KRAS,0.526
DIS3,TP53,0.47
DIS3,ZFP36L1,0.592
DIS3,NRAS,0.574
DIS3,MYC,0.404
DNAH11,USH2A,0.515
DNAH11,SYNE1,0.401
DNAH11,RPGR,0.749
DNMT3A,STAG2,0.644
DNMT3A,MLH1,0.496
DNMT3A,RARA,0.715
DNMT3A,KRAS,0.664
DNMT3A,MDM2,0.407
DNMT3A,KMT2C,0.563
DNMT3A,EP300,0.583
DNMT3A,GATA3,0.401
DNMT3A,FBXW7,0.41
DNMT3A,HRAS,0.432
DNMT3A,EGFR,0.436
DNMT3A,GNAS,0.479
DNMT3A,ESR1,0.51
DNMT3A,NF1,0.53
DNMT3A,NOTCH1,0.542
DNMT3A,KMT2D,0.542
DNMT3A,ZNF217,0.551
DNMT3A,H2BC5,0.573
DNMT3A,PTPN11,0.585
DNMT3A,PTEN,0.592
DNMT3A,ERBB2,0.597
DNMT3A,SETD2,0.599
DNMT3A,SMARCD1,0.607
DNMT3A,KDM6A,0.612
DNMT3A,ETV6,0.627
DNMT3A,KIT,0.634
DNMT3A,PBRM1,0.639
DNMT3A,NCOR1,0.641
DNMT3A,RB1,0.651
DNMT3A,PHF6,0.675
DNMT3A,WT1,0.676
DNMT3A,GATA2,0.731
DNMT3A,NRAS,0.732
DNMT3A,KMT2A,0.746
DNMT3A,RUNX1,0.777
DNMT3A,TP53,0.835
DNMT3A,TET2,0.946
DNMT3A,SMARCA4,0.957
DNMT3A,MYC,0.991
DNMT3A,DNMT3B,0.998
DNMT3A,H3C12,0.999
DNMT3B,XBP1,0.443
DNMT3B,MLH1,0.51
DNMT3B,MSH2,0.432
DNMT3B,TBX3,0.405
DNMT3B,EP300,0.496
DNMT3B,TP53,0.591
DNMT3B,H2BC5,0.821
DNMT3B,PTEN,0.482
DNMT3B,SMARCA4,0.501
DNMT3B,KDM6A,0.658
DNMT3B,SETD2,0.724
DNMT3B,ESR1,0.783
DNMT3B,MYC,0.842
DNMT3B,TET2,0.852
DNMT3B,H3C12,0.997
EGFR,LGALS1,0.547
EGFR,EXOC2,0.642
EGFR,MLH1,0.621
EGFR,MSH2,0.572
EGFR,FOXA1,0.592
EGFR,RARA,0.441
EGFR,KRAS,0.997
EGFR,NOTCH2,0.744
EGFR,PDGFRA,0.986
EGFR,MDM2,0.897
EGFR,PIK3C3,0.488
EGFR,KMT2C,0.464
EGFR,EP300,0.588
EGFR,NOTCH3,0.785
EGFR,PIK3CA,0.999
EGFR,TP63,0.514
EGFR,PMS2,0.508
EGFR,ERBB3,0.999
EGFR,RB1,0.52
EGFR,TP53,0.943
EGFR,ERBB2,0.999
EGFR,IRS4,0.407
EGFR,KMT2D,0.419
EGFR,KIT,0.428
EGFR,PBRM1,0.445
EGFR,MITF,0.445
EGFR,SETD2,0.448
EGFR,TSC1,0.449
EGFR,HLA-DRB1,0.461
EGFR,FGFR1,0.479
EGFR,ROS1,0.494
EGFR,ERCC4,0.501
EGFR,WT1,0.505
EGFR,GATA3,0.512
EGFR,MST1,0.515
EGFR,LRIG2,0.521
EGFR,PTPRD,0.533
EGFR,SMARCA4,0.582
EGFR,SMAD3,0.589
EGFR,TGFBR2,0.606
EGFR,FGFR2,0.608
EGFR,NTRK1,0.628
EGFR,FOXO3,0.629
EGFR,FAS,0.63
EGFR,NCOA3,0.63
EGFR,H3C12,0.66
EGFR,RPTOR,0.672
EGFR,FBXW7,0.674
EGFR,MCL1,0.675
EGFR,PTPN22,0.708
EGFR,GNAS,0.718
EGFR,SMAD4,0.735
EGFR,RET,0.826
EGFR,NF2,0.844
EGFR,ITCH,0.846
EGFR,NF1,0.847
EGFR,MYC,0.875
EGFR,NOTCH1,0.877
EGFR,RHOA,0.903
EGFR,PIK3CD,0.942
EGFR,PTEN,0.969
EGFR,ESR1,0.988
EGFR,IGF1R,0.989
EGFR,NRAS,0.991
EGFR,PIK3CB,0.993
EGFR,HRAS,0.994
EGFR,ERBB4,0.996
EGFR,MET,0.996
EGFR,PIK3R1,0.998
EGFR,PTPN11,0.999
EP300,STAG2,0.794
EP300,FOXA1,0.933
EP300,RARA,0.883
EP300,KRAS,0.757
EP300,NOTCH2,0.814
EP300,MDM2,0.999
EP300,KMT2C,0.884
EP300,STK11,0.411
EP300,PIK3CB,0.417
EP300,IGF1R,0.423
EP300,ERG,0.428
EP300,FGFR2,0.473
EP300,RPTOR,0.492
EP300,NF1,0.501
EP300,PIK3CA,0.526
EP300,TET2,0.555
EP300,PBRM1,0.591
EP300,HRAS,0.595
EP300,PTEN,0.596
EP300,NRAS,0.596
EP300,SF3B1,0.607
EP300,TGFBR2,0.611
EP300,H2BC5,0.614
EP300,SPEN,0.616
EP300,ZNF217,0.634
EP300,MED23,0.648
EP300,ERBB2,0.652
EP300,PIK3R1,0.653
EP300,NOTCH3,0.656
EP300,TBL1XR1,0.67
EP300,MCL1,0.675
EP300,FBXW7,0.755
EP300,SETD2,0.761
EP300,GATA2,0.766
EP300,MED12,0.805
EP300,RB1,0.808
EP300,KMT2A,0.831
EP300,GPS2,0.84
EP300,TP63,0.85
EP300,MITF,0.877
EP300,KMT2D,0.896
EP300,KDM6A,0.902
EP300,NOTCH1,0.94
EP300,GATA3,0.959
EP300,NCOR1,0.959
EP300,SMARCA4,0.969
EP300,H3C12,0.984
EP300,RUNX1,0.989
EP300,FOXO3,0.991
EP300,SMAD4,0.994
EP300,MYB,0.996
EP300,ESR1,0.997
EP300,NCOA2,0.998
EP300,TP53,0.999
EP300,SMAD3,0.999
EP300,MYC,0.999
EP300,NCOA3,0.999
EPHA6,EPHA7,0.595
EPHA6,EPHB1,0.723
EPHA7,NOTCH3,0.534
EPHA7,GRIA2,0.44
EPHA7,EPHB1,0.533
EPHB1,ERBB2,0.659
EPHB1,ERBB4,0.481
EPHB1,PTEN,0.486
ERBB2,MLH1,0.624
ERBB2,MSH2,0.728
ERBB2,FOXA1,0.64
ERBB2,RARA,0.491
ERBB2,KRAS,0.966
ERBB2,NOTCH2,0.505
ERBB2,PDGFRA,0.768
ERBB2,MDM2,0.665
ERBB2,PALB2,0.583
ERBB2,KMT2C,0.521
ERBB2,NOTCH3,0.539
ERBB2,PIK3CA,0.992
ERBB2,TP63,0.453
ERBB2,PMS2,0.548
ERBB2,ERBB3,0.999
ERBB2,RB1,0.461
ERBB2,NCOR1,0.4
ERBB2,TP53,0.935
ERBB2,ETV6,0.403
ERBB2,KMT2D,0.415
ERBB2,PBRM1,0.418
ERBB2,ROS1,0.441
ERBB2,STK11,0.463
ERBB2,SMAD3,0.488
ERBB2,TGFBR2,0.495
ERBB2,ZNF217,0.51
ERBB2,WT1,0.511
ERBB2,H3C12,0.528
ERBB2,FOXO3,0.545
ERBB2,GNAS,0.545
ERBB2,PAX2,0.561
ERBB2,SMARCA4,0.657
ERBB2,GATA3,0.662
ERBB2,SMAD4,0.708
ERBB2,MCL1,0.713
ERBB2,FBXW7,0.716
ERBB2,NTRK3,0.717
ERBB2,NF2,0.734
ERBB2,FGFR1,0.737
ERBB2,FGFR2,0.744
ERBB2,RET,0.745
ERBB2,NTRK1,0.751
ERBB2,NCOA3,0.769
ERBB2,NF1,0.771
ERBB2,RHOA,0.79
ERBB2,NOTCH1,0.796
ERBB2,MET,0.847
ERBB2,PTEN,0.868
ERBB2,MYC,0.886
ERBB2,NRAS,0.904
ERBB2,HRAS,0.907
ERBB2,PIK3CD,0.941
ERBB2,PTPN11,0.971
ERBB2,PIK3CB,0.972
ERBB2,ESR1,0.976
ERBB2,IGF1R,0.993
ERBB2,PIK3R1,0.995
ERBB2,ERBB4,0.999
ERBB3,FOXA1,0.616
ERBB3,KRAS,0.919
ERBB3,PDGFRA,0.46
ERBB3,MDM2,0.591
ERBB3,PIK3CA,0.993
ERBB3,ITCH,0.417
ERBB3,FOXO3,0.419
ERBB3,MCL1,0.422
ERBB3,PTPN22,0.423
ERBB3,NOTCH1,0.446
ERBB3,FBXW7,0.45
ERBB3,FGFR1,0.453
ERBB3,MAP3K1,0.454
ERBB3,PTPRD,0.472
ERBB3,STK11,0.497
ERBB3,SMAD4,0.519
ERBB3,SMARCA4,0.528
ERBB3,KIT,0.557
ERBB3,NF1,0.559
ERBB3,NTRK1,0.587
ERBB3,RET,0.596
ERBB3,FGFR2,0.63
ERBB3,ESR1,0.652
ERBB3,NF2,0.656
ERBB3,TP53,0.695
ERBB3,RHOA,0.704
ERBB3,MYC,0.731
ERBB3,HRAS,0.798
ERBB3,PTEN,0.826
ERBB3,PTPN11,0.828
ERBB3,NRAS,0.833
ERBB3,IGF1R,0.933
ERBB3,PIK3CD,0.951
ERBB3,PIK3CB,0.966
ERBB3,MET,0.987
ERBB3,PIK3R1,0.998
ERBB3,ERBB4,0.999
ERBB4,MLH1,0.474
ERBB4,KRAS,0.862
ERBB4,NOTCH2,0.423
ERBB4,MDM2,0.54
ERBB4,NOTCH3,0.401
ERBB4,PIK3CA,0.97
ERBB4,NCOR1,0.877
ERBB4,TP53,0.726
ERBB4,STK11,0.594
ERBB4,GRIN2A,0.768
ERBB4,SMAD3,0.54
ERBB4,SMAD4,0.63
ERBB4,NF2,0.43
ERBB4,MYC,0.463
ERBB4,NF1,0.529
ERBB4,NTRK1,0.553
ERBB4,PTPRD,0.564
ERBB4,GNAS,0.572
ERBB4,FBXW7,0.59
ERBB4,NOTCH1,0.602
ERBB4,RHOA,0.678
ERBB4,PTEN,0.793
ERBB4,HRAS,0.827
ERBB4,NRAS,0.845
ERBB4,ITCH,0.924
ERBB4,PIK3CD,0.925
ERBB4,PTPN11,0.927
ERBB4,PIK3CB,0.947
ERBB4,PIK3R1,0.948
ERBB4,ESR1,0.961
ERCC4,MLH1,0.848
ERCC4,MSH2,0.989
ERCC4,PALB2,0.818
ERCC4,PMS2,0.799
ERCC4,TP53,0.422
ERG,RUNX1,0.471
ERG,USP9X,0.571
ERG,PTEN,0.437
ERG,SPOP,0.703
ESR1,XBP1,0.76
ESR1,STAG2,0.579
ESR1,MLH1,0.507
ESR1,MSH2,0.664
ESR1,FOXA1,0.998
ESR1,RARA,0.699
ESR1,KRAS,0.764
ESR1,NOTCH2,0.594
ESR1,PDGFRA,0.467
ESR1,TBX3,0.607
ESR1,MDM2,0.946
ESR1,PALB2,0.506
ESR1,KMT2C,0.456
ESR1,NOTCH3,0.425
ESR1,PIK3CA,0.941
ESR1,RB1,0.583
ESR1,NCOR1,0.999
ESR1,TP53,0.992
ESR1,KIT,0.592
ESR1,H2BC5,0.633
ESR1,TSC1,0.522
ESR1,RUNX1,0.837
ESR1,KMT2D,0.822
ESR1,RPTOR,0.701
ESR1,MET,0.68
ESR1,STK11,0.489
ESR1,TBK1,0.425
ESR1,SMAD3,0.84
ESR1,MEN1,0.923
ESR1,FOXO3,0.898
ESR1,MYB,0.68
ESR1,SMAD4,0.833
ESR1,SMARCA4,0.859
ESR1,GATA2,0.416
ESR1,RET,0.67
ESR1,NF1,0.687
ESR1,TGFBR2,0.634
ESR1,H3C12,0.799
ESR1,MED23,0.46
ESR1,ROS1,0.401
ESR1,MCL1,0.653
ESR1,NRAS,0.466
ESR1,FLNA,0.523
ESR1,PAX2,0.57
ESR1,ZNF217,0.714
ESR1,PTEN,0.807
ESR1,NCOA3,0.999
ESR1,MED12,0.642
ESR1,KDM6A,0.587
ESR1,WT1,0.736
ESR1,GATA3,0.982
ESR1,SPOP,0.839
ESR1,SMARCD1,0.408
ESR1,MAP3K1,0.643
ESR1,FGFR1,0.555
ESR1,NCOA2,0.999
ESR1,RHOA,0.506
ESR1,FBXW7,0.413
ESR1,TBL1XR1,0.568
ESR1,PTPN11,0.574
ESR1,NOTCH1,0.642
ESR1,HRAS,0.715
ESR1,NTRK1,0.72
ESR1,FGFR2,0.774
ESR1,MYC,0.982
ESR1,PIK3R1,0.994
ESR1,IGF1R,0.999
ETV6,STAG2,0.612
ETV6,RARA,0.536
ETV6,KRAS,0.803
ETV6,PDGFRA,0.678
ETV6,PIK3CA,0.707
ETV6,NCOR1,0.757
ETV6,TP53,0.597
ETV6,KIT,0.585
ETV6,RUNX1,0.983
ETV6,PHF6,0.704
ETV6,FOXO3,0.438
ETV6,GATA2,0.687
ETV6,RET,0.528
ETV6,NF1,0.577
ETV6,NTRK3,0.972
ETV6,ROS1,0.502
ETV6,NRAS,0.838
ETV6,PTEN,0.453
ETV6,KDM6A,0.445
ETV6,WT1,0.612
ETV6,GATA3,0.487
ETV6,SETD2,0.431
ETV6,FBXW7,0.435
ETV6,FOXP1,0.438
ETV6,FGFR1,0.447
ETV6,TBL1XR1,0.525
ETV6,MYC,0.531
ETV6,NOTCH1,0.531
ETV6,PTPN11,0.577
ETV6,NTRK1,0.604
ETV6,HRAS,0.714
ETV6,KMT2A,0.732
ETV6,PIK3R1,0.735
ETV6,TET2,0.794
EXOC2,RHOA,0.413
EXOC2,FLNA,0.54
EXOC2,PIK3C3,0.569
EXOC2,TBK1,0.996
EXT2,RET,0.41
FAS,PDGFRA,0.466
FAS,MDM2,0.428
FAS,TP63,0.651
FAS,TP53,0.877
FAS,MCL1,0.619
FAS,PRDM1,0.444
FAS,RHOA,0.788
FAS,MYC,0.621
FAS,IGF1R,0.435
FBXO32,RPTOR,0.406
FBXO32,SMAD3,0.432
FBXO32,FOXO3,0.932
FBXO32,FBXW7,0.424
FBXW7,STAG2,0.401
FBXW7,MLH1,0.575
FBXW7,MSH2,0.416
FBXW7,KRAS,0.768
FBXW7,NOTCH2,0.636
FBXW7,PDGFRA,0.534
FBXW7,MDM2,0.688
FBXW7,KMT2C,0.535
FBXW7,NOTCH3,0.501
FBXW7,PIK3CA,0.857
FBXW7,TP63,0.502
FBXW7,TP53,0.96
FBXW7,KIT,0.636
FBXW7,RUNX1,0.621
FBXW7,KMT2D,0.639
FBXW7,USP9X,0.631
FBXW7,STK11,0.612
FBXW7,PHF6,0.693
FBXW7,SF3B1,0.406
FBXW7,FOXO3,0.427
FBXW7,MYB,0.657
FBXW7,SMAD4,0.677
FBXW7,SMARCA4,0.808
FBXW7,GATA2,0.517
FBXW7,RET,0.531
FBXW7,NF1,0.589
FBXW7,TGFBR2,0.441
FBXW7,ROS1,0.434
FBXW7,MCL1,0.945
FBXW7,NRAS,0.715
FBXW7,RBMX,0.48
FBXW7,GNAS,0.623
FBXW7,PTEN,0.884
FBXW7,NCOA3,0.516
FBXW7,MED12,0.678
FBXW7,KDM6A,0.621
FBXW7,WT1,0.442
FBXW7,GATA3,0.522
FBXW7,SPOP,0.468
FBXW7,PBRM1,0.414
FBXW7,SETD2,0.472
FBXW7,FGFR1,0.576
FBXW7,HRAS,0.674
FBXW7,FGFR2,0.606
FBXW7,PIK3R1,0.554
FBXW7,KMT2A,0.675
FBXW7,TET2,0.428
FBXW7,ITCH,0.403
FBXW7,IGF1R,0.589
FBXW7,PTPN11,0.759
FBXW7,NOTCH1,0.995
FBXW7,MYC,0.999
FGFR1,MLH1,0.448
FGFR1,RARA,0.517
FGFR1,KRAS,0.981
FGFR1,NOTCH2,0.426
FGFR1,PDGFRA,0.715
FGFR1,MDM2,0.511
FGFR1,PIK3C3,0.543
FGFR1,NOTCH3,0.626
FGFR1,PIK3CA,0.977
FGFR1,TP53,0.669
FGFR1,SMAD4,0.588
FGFR1,RET,0.53
FGFR1,NF1,0.618
FGFR1,TGFBR2,0.41
FGFR1,NTRK3,0.512
FGFR1,NRAS,0.966
FGFR1,GNAS,0.579
FGFR1,PTEN,0.682
FGFR1,PIK3CD,0.924
FGFR1,NTRK1,0.53
FGFR1,MYC,0.59
FGFR1,RHOA,0.594
FGFR1,IGF1R,0.627
FGFR1,NOTCH1,0.737
FGFR1,PTPN11,0.794
FGFR1,FGFR2,0.853
FGFR1,PIK3CB,0.933
FGFR1,HRAS,0.962
FGFR1,PIK3R1,0.992
FGFR2,MLH1,0.51
FGFR2,KRAS,0.973
FGFR2,PDGFRA,0.529
FGFR2,MDM2,0.867
FGFR2,PIK3C3,0.529
FGFR2,NOTCH3,0.574
FGFR2,PIK3CA,0.908
FGFR2,TP53,0.662
FGFR2,KIT,0.529
FGFR2,MET,0.519
FGFR2,SMAD4,0.605
FGFR2,NF2,0.533
FGFR2,RET,0.471
FGFR2,NF1,0.494
FGFR2,NTRK3,0.432
FGFR2,NRAS,0.977
FGFR2,GNAS,0.602
FGFR2,PTEN,0.665
FGFR2,SPEN,0.473
FGFR2,PIK3CD,0.727
FGFR2,WT1,0.43
FGFR2,MAP3K1,0.439
FGFR2,PBRM1,0.43
FGFR2,SETD2,0.439
FGFR2,HRAS,0.961
FGFR2,MYC,0.507
FGFR2,IGF1R,0.532
FGFR2,ITCH,0.675
FGFR2,NOTCH1,0.724
FGFR2,PIK3CB,0.754
FGFR2,PTPN11,0.802
FGFR2,PIK3R1,0.924
FH,PALB2,0.457
FH,TP53,0.436
FH,MYC,0.43
FH,MED12,0.479
FLNA,LGALS1,0.4
FLNA,KRAS,0.522
FLNA,TP53,0.447
FLNA,GRIA2,0.473
FLNA,SMAD3,0.645
FLNA,NOTCH1,0.587
FLNA,MYC,0.701
FLNA,MED12,0.704
FLNA,RHOA,0.933
FLNA,MAP2K4,0.964
FOXA1,XBP1,0.499
FOXA1,IGF1R,0.406
FOXA1,NCOR1,0.414
FOXA1,MED12,0.433
FOXA1,PBRM1,0.435
FOXA1,SMAD3,0.504
FOXA1,HRAS,0.508
FOXA1,TP63,0.532
FOXA1,KDM6A,0.534
FOXA1,H2BC5,0.538
FOXA1,SMAD4,0.564
FOXA1,PTEN,0.571
FOXA1,TBX3,0.578
FOXA1,KRAS,0.592
FOXA1,RUNX1,0.597
FOXA1,GATA2,0.621
FOXA1,KMT2D,0.625
FOXA1,SPOP,0.696
FOXA1,PIK3CA,0.706
FOXA1,NF1,0.712
FOXA1,TP53,0.735
FOXA1,MYC,0.764
FOXA1,RARA,0.784
FOXA1,KMT2C,0.825
FOXA1,H3C12,0.837
FOXA1,NCOA3,0.854
FOXA1,GATA3,0.997
FOXO3,XBP1,0.423
FOXO3,MSH2,0.401
FOXO3,KRAS,0.444
FOXO3,MDM2,0.995
FOXO3,PIK3C3,0.567
FOXO3,NOTCH3,0.592
FOXO3,PIK3CA,0.617
FOXO3,RB1,0.497
FOXO3,TP53,0.998
FOXO3,KIT,0.407
FOXO3,TSC1,0.487
FOXO3,RUNX1,0.908
FOXO3,RPTOR,0.634
FOXO3,USP9X,0.798
FOXO3,STK11,0.96
FOXO3,TBK1,0.547
FOXO3,SMAD3,0.995
FOXO3,PRDM1,0.418
FOXO3,NOTCH1,0.466
FOXO3,PIK3R1,0.51
FOXO3,PIK3CD,0.523
FOXO3,H3C12,0.549
FOXO3,GATA3,0.578
FOXO3,MITF,0.589
FOXO3,ITCH,0.605
FOXO3,IGF1R,0.674
FOXO3,PIK3CB,0.701
FOXO3,MCL1,0.705
FOXO3,PTEN,0.853
FOXO3,MYC,0.874
FOXO3,SMAD4,0.979
FOXP1,KMT2C,0.508
FOXP1,TP53,0.591
FOXP1,RUNX1,0.474
FOXP1,SHQ1,0.432
FOXP1,SMAD4,0.633
FOXP1,GATA2,0.437
FOXP1,PRDM1,0.527
FOXP1,PTEN,0.48
FOXP1,GATA3,0.626
FOXP1,MYC,0.752
GATA2,STAG2,0.583
GATA2,RARA,0.635
GATA2,KRAS,0.664
GATA2,PDGFRA,0.426
GATA2,TBX3,0.454
GATA2,TP53,0.626
GATA2,KIT,0.659
GATA2,H2BC5,0.531
GATA2,RUNX1,0.996
GATA2,ZMYM3,0.462
GATA2,PHF6,0.611
GATA2,MYB,0.945
GATA2,SMAD4,0.713
GATA2,SMARCA4,0.4
GATA2,HRAS,0.421
GATA2,KDM6A,0.472
GATA2,NF1,0.489
GATA2,TGFBR2,0.497
GATA2,PTPN11,0.52
GATA2,NOTCH1,0.529
GATA2,MYC,0.569
GATA2,NRAS,0.618
GATA2,WT1,0.624
GATA2,TET2,0.662
GATA2,H3C12,0.703
GATA2,KMT2A,0.726
GATA2,GATA3,0.844
GATA3,XBP1,0.462
GATA3,RARA,0.786
GATA3,KRAS,0.489
GATA3,NOTCH2,0.442
GATA3,TBX3,0.685
GATA3,MDM2,0.502
GATA3,KMT2C,0.523
GATA3,PIK3CA,0.583
GATA3,TP63,0.445
GATA3,NCOR1,0.413
GATA3,TP53,0.724
GATA3,KIT,0.583
GATA3,H2BC5,0.537
GATA3,RUNX1,0.989
GATA3,SMAD3,0.782
GATA3,MYB,0.807
GATA3,SMAD4,0.422
GATA3,SMARCA4,0.617
GATA3,NF1,0.47
GATA3,H3C12,0.727
GATA3,PRDM1,0.601
GATA3,PAX2,0.573
GATA3,ZNF217,0.422
GATA3,PTEN,0.526
GATA3,NCOA3,0.748
GATA3,KDM6A,0.663
GATA3,WT1,0.545
GATA3,MAP2K4,0.41
GATA3,PTPN11,0.459
GATA3,PIK3R1,0.485
GATA3,NOTCH1,0.606
GATA3,MAP3K1,0.616
GATA3,MYC,0.698
GNAS,STAG2,0.423
GNAS,MLH1,0.574
GNAS,KRAS,0.792
GNAS,PDGFRA,0.61
GNAS,MDM2,0.5
GNAS,KMT2C,0.448
GNAS,PIK3CA,0.697
GNAS,TP53,0.81
GNAS,GPR32,0.557
GNAS,KIT,0.563
GNAS,STK11,0.595
GNAS,PHF6,0.418
GNAS,MEN1,0.591
GNAS,SMAD4,0.692
GNAS,RET,0.613
GNAS,NF1,0.509
GNAS,ROS1,0.427
GNAS,NRAS,0.707
GNAS,PTGFR,0.708
GNAS,MYC,0.435
GNAS,TET2,0.436
GNAS,RHOA,0.461
GNAS,NOTCH1,0.514
GNAS,PTPN11,0.579
GNAS,MAP2K4,0.581
GNAS,PTEN,0.582
GNAS,HRAS,0.812
GNAS,IGF1R,0.927
GPRIN2,GRIA2,0.509
GPRIN2,GRIN2A,0.582
GPS2,RARA,0.425
GPS2,NCOR1,0.999
GPS2,TP53,0.479
GPS2,H2BC5,0.429
GPS2,H3C12,0.527
GPS2,TBL1XR1,0.999
GRIA2,PIK3R1,0.415
GRIA2,GRIN2A,0.933
GRIN2A,RYR2,0.502
H2BC5,STAG2,0.545
H2BC5,MLH1,0.522
H2BC5,RARA,0.526
H2BC5,KMT2C,0.652
H2BC5,RB1,0.537
H2BC5,NCOR1,0.562
H2BC5,TP53,0.418
H2BC5,SF3B1,0.405
H2BC5,SETD2,0.442
H2BC5,TBL1XR1,0.459
H2BC5,MEN1,0.523
H2BC5,RUNX1,0.534
H2BC5,ZNF217,0.54
H2BC5,NCOA3,0.561
H2BC5,KMT2A,0.603
H2BC5,KMT2D,0.64
H2BC5,MYB,0.647
H2BC5,MYC,0.678
H2BC5,KDM6A,0.699
H2BC5,H3C12,0.946
H3C12,STAG2,0.704
H3C12,MLH1,0.438
H3C12,MSH2,0.407
H3C12,RARA,0.701
H3C12,KRAS,0.481
H3C12,PDGFRA,0.45
H3C12,MDM2,0.533
H3C12,KMT2C,0.916
H3C12,PIK3CA,0.406
H3C12,RB1,0.745
H3C12,NCOR1,0.849
H3C12,TP53,0.971
H3C12,KIT,0.439
H3C12,RUNX1,0.737
H3C12,KMT2D,0.827
H3C12,ZMYM3,0.441
H3C12,SMAD3,0.452
H3C12,SF3B1,0.558
H3C12,MEN1,0.761
H3C12,MYB,0.804
H3C12,SMAD4,0.412
H3C12,SMARCA4,0.995
H3C12,NF1,0.779
H3C12,IGF1R,0.403
H3C12,WT1,0.409
H3C12,NTRK3,0.412
H3C12,MCL1,0.435
H3C12,NOTCH1,0.489
H3C12,TET2,0.52
H3C12,PAX2,0.557
H3C12,PTEN,0.599
H3C12,TBL1XR1,0.612
H3C12,ZNF217,0.621
H3C12,NCOA3,0.701
H3C12,SMARCD1,0.924
H3C12,MYC,0.936
H3C12,KDM6A,0.959
H3C12,KMT2A,0.989
H3C12,PBRM1,0.995
H3C12,SETD2,0.995
HLA-DRB1,PTPN22,0.968
HLA-DRB1,WT1,0.519
HLA-DRB1,TNFAIP3,0.664
HLA-DRB1,PTPN11,0.716
HRAS,LGALS1,0.75
HRAS,STAG2,0.418
HRAS,MLH1,0.512
HRAS,MSH2,0.454
HRAS,KRAS,0.992
HRAS,PDGFRA,0.96
HRAS,MDM2,0.6
HRAS,PIK3CA,0.995
HRAS,TP53,0.925
HRAS,KIT,0.962
HRAS,RUNX1,0.424
HRAS,KMT2D,0.447
HRAS,MET,0.961
HRAS,STK11,0.663
HRAS,SMAD3,0.562
HRAS,MEN1,0.566
HRAS,SMAD4,0.714
HRAS,NF2,0.571
HRAS,RET,0.842
HRAS,NF1,0.994
HRAS,TGFBR2,0.441
HRAS,NTRK3,0.783
HRAS,ROS1,0.589
HRAS,MCL1,0.431
HRAS,NRAS,0.932
HRAS,PTEN,0.823
HRAS,PIK3CD,0.971
HRAS,KDM6A,0.448
HRAS,WT1,0.466
HRAS,MAP3K1,0.945
HRAS,PBRM1,0.546
HRAS,RHOA,0.54
HRAS,RPGR,0.436
HRAS,NTRK1,0.569
HRAS,NOTCH1,0.814
HRAS,MYC,0.871
HRAS,PTPN11,0.926
HRAS,IGF1R,0.949
HRAS,PIK3CB,0.963
HRAS,PIK3R1,0.99
HRNR,KMT2D,0.42
IGF1R,KRAS,0.971
IGF1R,NOTCH2,0.626
IGF1R,PDGFRA,0.54
IGF1R,MDM2,0.981
IGF1R,NOTCH3,0.417
IGF1R,PIK3CA,0.978
IGF1R,TP53,0.853
IGF1R,KIT,0.563
IGF1R,TSC1,0.507
IGF1R,RPTOR,0.556
IGF1R,MET,0.629
IGF1R,SMAD3,0.48
IGF1R,SMAD4,0.512
IGF1R,NF2,0.441
IGF1R,RET,0.599
IGF1R,NF1,0.503
IGF1R,MCL1,0.492
IGF1R,NRAS,0.96
IGF1R,PTEN,0.88
IGF1R,IRS4,0.968
IGF1R,PIK3CD,0.95
IGF1R,WT1,0.442
IGF1R,MITF,0.603
IGF1R,RHOA,0.47
IGF1R,PIK3R1,0.994
IGF1R,NTRK1,0.504
IGF1R,MYC,0.712
IGF1R,PTPN11,0.935
IGF1R,NOTCH1,0.685
IGF1R,ITCH,0.727
IGF1R,PIK3CB,0.971
IRAK4,TRAF5,0.496
IRAK4,TNFAIP3,0.426
IRS4,PIK3CA,0.972
IRS4,PTEN,0.452
IRS4,PTPN11,0.642
IRS4,PIK3CD,0.919
IRS4,PIK3CB,0.965
IRS4,PIK3R1,0.989
ITCH,PDGFRA,0.677
ITCH,MDM2,0.68
ITCH,TP63,0.894
ITCH,TP53,0.791
ITCH,RUNX1,0.545
ITCH,USP9X,0.804
ITCH,SMAD3,0.582
ITCH,SMAD4,0.468
ITCH,PTEN,0.494
ITCH,SPOP,0.402
ITCH,MYC,0.48
ITCH,TNFAIP3,0.446
ITCH,NOTCH1,0.751
KDM6A,STAG2,0.722
KDM6A,RARA,0.66
KDM6A,KRAS,0.562
KDM6A,PALB2,0.507
KDM6A,KMT2C,0.999
KDM6A,PIK3CA,0.565
